0  1.898e+30  1.58167e+29  0  -9.61045  12
100.057  1.898e+30  1.58167e+29  0  5.77573  12
200.119  1.898e+30  1.58167e+29  0  -10.0347  12
300.177  1.898e+30  1.58167e+29  0  6.34168  12
400.229  1.898e+30  1.58167e+29  0  -8.07304  12
500.286  1.898e+30  1.58167e+29  0  -4.71044  12
600.343  1.898e+30  1.58167e+29  0  9.81687  12
700.4  1.898e+30  1.58167e+29  0  0.117818  12
800.457  1.898e+30  1.58167e+29  0  15.9162  12
900.515  1.898e+30  1.58167e+29  0  -9.65131  12
1000.57  1.898e+30  1.58167e+29  0  7.8176  12
1100.63  1.898e+30  1.58167e+29  0  13.2587  12
1200.69  1.898e+30  1.58167e+29  0  5.5587  12
1300.74  1.898e+30  1.58167e+29  0  8.35778  12
1400.8  1.898e+30  1.58167e+29  0  2.2207  12
1500.86  1.898e+30  1.58167e+29  0  4.39508  12
1600.91  1.898e+30  1.58167e+29  0  1.25872  12
1700.97  1.898e+30  1.58167e+29  0  20.45  12
1801.03  1.898e+30  1.58167e+29  0  14.5768  12
1901.09  1.898e+30  1.58167e+29  0  -5.64206  12
2001.14  1.898e+30  1.58167e+29  0  17.3225  12
2101.2  1.898e+30  1.58167e+29  0  -2.92752  12
2201.26  1.898e+30  1.58167e+29  0  6.28901  12
2301.32  1.898e+30  1.58167e+29  0  5.05872  12
2401.37  1.898e+30  1.58167e+29  0  11.0018  12
2501.43  1.898e+30  1.58167e+29  0  -1.75835  12
2601.49  1.898e+30  1.58167e+29  0  -1.25364  12
2701.54  1.898e+30  1.58167e+29  0  10.689  12
2801.6  1.898e+30  1.58167e+29  0  10.0938  12
2901.66  1.898e+30  1.58167e+29  0  10.5387  12
3001.72  1.898e+30  1.58167e+29  0  10.5975  12
3101.78  1.898e+30  1.58167e+29  0  11.0148  12
3201.84  1.898e+30  1.58167e+29  0  14.028  12
3301.89  1.898e+30  1.58167e+29  0  2.27022  12
3401.95  1.898e+30  1.58167e+29  0  2.67945  12
3502.01  1.898e+30  1.58167e+29  0  10.062  12
3602.06  1.898e+30  1.58167e+29  0  12.5694  12
3702.12  1.898e+30  1.58167e+29  0  2.54213  12
3802.18  1.898e+30  1.58167e+29  0  10.6442  12
3902.24  1.898e+30  1.58167e+29  0  2.50101  12
4002.29  1.898e+30  1.58167e+29  0  9.69804  12
4102.35  1.898e+30  1.58167e+29  0  15.2305  12
4202.41  1.898e+30  1.58167e+29  0  9.57162  12
4302.46  1.898e+30  1.58167e+29  0  17.3075  12
4402.52  1.898e+30  1.58167e+29  0  14.3861  12
4502.58  1.898e+30  1.58167e+29  0  22.9278  12
4602.64  1.898e+30  1.58167e+29  0  2.26586  12
4702.69  1.898e+30  1.58167e+29  0  13.5591  12
4802.75  1.898e+30  1.58167e+29  0  11.2227  12
4902.81  1.898e+30  1.58167e+29  0  -2.09834  12
5002.86  1.898e+30  1.58167e+29  0  8.35269  12
5102.92  1.898e+30  1.58167e+29  0  9.52539  12
5202.98  1.898e+30  1.58167e+29  0  22.9754  12
5303.04  1.898e+30  1.58167e+29  0  9.22724  12
5403.09  1.898e+30  1.58167e+29  0  10.4161  12
5503.15  1.898e+30  1.58167e+29  0  10.6559  12
5603.21  1.898e+30  1.58167e+29  0  -3.11558  12
5703.27  1.898e+30  1.58167e+29  0  14.4147  12
5803.32  1.898e+30  1.58167e+29  0  4.43694  12
5903.38  1.898e+30  1.58167e+29  0  4.55978  12
6003.44  1.898e+30  1.58167e+29  0  -8.68857  12
6103.49  1.898e+30  1.58167e+29  0  22.1335  12
6203.55  1.898e+30  1.58167e+29  0  9.20314  12
6303.61  1.898e+30  1.58167e+29  0  -2.32176  12
6403.66  1.898e+30  1.58167e+29  0  -1.90231  12
6503.72  1.898e+30  1.58167e+29  0  4.44005  12
6603.78  1.898e+30  1.58167e+29  0  3.8945  12
6703.84  1.898e+30  1.58167e+29  0  3.31076  12
6803.89  1.898e+30  1.58167e+29  0  21.7669  12
6903.95  1.898e+30  1.58167e+29  0  10.1699  12
7004.01  1.898e+30  1.58167e+29  0  -1.90942  12
7104.06  1.898e+30  1.58167e+29  0  -1.70069  12
7204.12  1.898e+30  1.58167e+29  0  3.89532  12
7304.18  1.898e+30  1.58167e+29  0  15.9144  12
7404.23  1.898e+30  1.58167e+29  0  2.88012  12
7504.29  1.898e+30  1.58167e+29  0  3.52266  12
7604.35  1.898e+30  1.58167e+29  0  10.6308  12
7704.4  1.898e+30  1.58167e+29  0  -1.70081  12
