0  -nan
100.057  10230.4
200.119  10321.5
300.177  10326.3
400.229  10336.1
500.286  10344.9
600.343  10328.1
700.4  10346.1
800.457  10336.2
900.515  10347.2
1000.57  10339
1100.63  10343
1200.69  10347.9
1300.74  10317.6
1400.8  10341.5
1500.86  10341.7
1600.91  10344
1700.97  10344.7
1801.03  10327.8
1901.09  10325.6
2001.14  10294.5
2101.2  10299.8
2201.26  10162.4
2301.32  10090.8
2401.37  9853.25
2501.43  9531.34
2601.49  9876.16
2701.54  10176.8
2801.6  10017.2
2901.66  10058.8
3001.72  10099.5
3101.78  10207.4
3201.84  10282.1
3301.89  10227.2
3401.95  10225.4
3502.01  10259.8
3602.06  10233.6
3702.12  10274
3802.18  10265.9
3902.24  10237.4
4002.29  10191.3
4102.35  10252.5
4202.41  10213
4302.46  10006.6
4402.52  10141.2
4502.58  9998.46
4602.64  9784.04
4702.69  9777.88
4802.75  9609.91
4902.81  9007.98
5002.86  8709.63
5102.92  9202.32
5202.98  8456.81
5303.04  8874.62
5403.09  9012.43
5503.15  6418.55
5603.21  6587.02
5703.27  7583
5803.32  7891.66
5903.38  6228.32
6003.44  5433.09
6103.49  5783.73
6203.55  6522.29
6303.61  7422.71
6403.66  6716.7
6503.72  5512.45
6603.78  5075.48
6703.84  5420.45
6803.89  6606.69
6903.95  7310.79
7004.01  6618.83
7104.06  5492.16
7204.12  5150.22
7304.18  5435.42
7404.23  6305.56
7504.29  7356.58
7604.35  6910.81
7704.4  5634.28
7804.46  5024.5
7904.52  5434.38
8004.57  6196.93
8104.63  6922.76
8204.69  7086.57
8304.75  5871.05
8404.8  5110.57
8504.86  5160.28
8604.92  6164.61
8704.98  6953.02
8805.03  6771.28
8905.09  6272.2
9005.15  5157.47
9105.2  5284.85
9205.26  5999.1
9305.32  7041.33
9405.38  7104.88
9505.43  6032.42
9605.49  5393.24
9705.55  5097.83
9805.6  5966.74
9905.66  6962.8
10005.7  7067.56
10105.8  6286.71
10205.8  5322.62
10305.9  5167.07
10406  5580.42
10506  6931.44
10606.1  7254.5
10706.1  6339.04
10806.2  5463.55
10906.2  5107.92
11006.3  5571.49
11106.4  6530.58
11206.4  7379.51
11306.5  6681.69
11406.5  5455.86
11506.6  5021.26
11606.6  5494.26
11706.7  6354.43
11806.8  6959.33
11906.8  6907.99
12006.9  5691.69
12106.9  5094.17
12207  5272.09
12307  6323.71
12407.1  7150.63
12507.1  6611.4
12607.2  6085.11
12707.3  5137.13
12807.3  5343
12907.4  6181.63
13007.4  7165.65
13107.5  6978.61
13207.5  5811.39
13307.6  5320.07
13407.7  5133.72
13507.7  6129.14
13607.8  7069.87
13707.8  6973.47
13807.9  6117.28
13908  5211.7
14008  5265.37
14108.1  5721.5
14208.1  7074.65
14308.2  7281.36
14408.2  6074
14508.3  5396.39
14608.4  5144.33
14708.4  5703.21
14808.5  6634.99
14908.5  7361.56
15008.6  6466.58
15108.6  5264.43
15208.7  5051.59
15308.8  5610.33
15408.8  6505.22
15508.9  6963.38
15608.9  6843.05
15709  5508.3
15809  5059.88
15909.1  5485.74
16009.1  6483.21
16109.2  7164.85
16209.3  6543.99
16309.3  5870.42
16409.4  5077.71
16509.4  5468.83
16609.5  6386.49
16709.5  7171.07
16809.6  6851.96
16909.7  5632.95
17009.7  5228.95
17109.8  5210.07
17209.8  6384.21
17309.9  7144.36
17410  6814.14
17510  6063.84
17610.1  5097.41
17710.1  5310.09
17810.2  5959.4
17910.2  7193.69
18010.3  7157.95
18110.4  5891.38
18210.4  5323.39
18310.5  5135.35
18410.5  5842.77
18510.6  6774.23
18610.6  7269.11
18710.7  6279.23
18810.8  5150.57
18910.8  5080.5
19010.9  5728.68
19110.9  6767.5
19211  6942.2
19311  6641.36
19411.1  5430.37
19511.2  5031.15
19611.2  5642.68
19711.3  6722.42
19811.3  7137.93
19911.4  6356.69
20011.4  5698.67
20111.5  5061.33
20211.6  5569.32
20311.6  6576.46
20411.7  7176.12
20511.7  6662.89
20611.8  5491.8
20711.8  5224.94
20811.9  5306.62
20912  6564.46
21012  7335.29
21112.1  6601.44
21212.1  5903.04
21312.2  5077.41
21412.2  5364.69
21512.3  6127.07
21612.4  7330.96
21712.4  7002.01
21812.5  5643.93
21912.5  5266.03
22012.6  5177.5
22112.6  5983.71
22212.7  6917.87
22312.8  7255.46
22412.8  6043.48
22512.9  5038.54
22612.9  5204.55
22713  5867.48
22813  6894.03
22913.1  7015.94
23013.2  6376.52
23113.2  5305.03
23213.3  5089.26
23313.3  5817.64
23413.4  6838.72
