0  1.898e+30  1.58167e+29  12
4.90148  1.898e+30  1.58167e+29  12
9.8032  1.898e+30  1.58167e+29  12
14.7047  1.898e+30  1.58167e+29  12
19.6059  1.898e+30  1.58167e+29  12
24.5074  1.898e+30  1.58167e+29  12
29.4088  1.898e+30  1.58167e+29  12
34.3103  1.898e+30  1.58167e+29  12
39.2118  1.898e+30  1.58167e+29  12
44.1133  1.898e+30  1.58167e+29  12
49.0148  1.898e+30  1.58167e+29  12
53.9162  1.898e+30  1.58167e+29  12
58.8177  1.898e+30  1.58167e+29  12
63.7191  1.898e+30  1.58167e+29  12
68.6207  1.898e+30  1.58167e+29  12
73.5221  1.898e+30  1.58167e+29  12
78.4236  1.898e+30  1.58167e+29  12
83.3251  1.898e+30  1.58167e+29  12
88.2265  1.898e+30  1.58167e+29  12
93.128  1.898e+30  1.58167e+29  12
98.0295  1.898e+30  1.58167e+29  12
102.931  1.898e+30  1.58167e+29  12
107.832  1.898e+30  1.58167e+29  12
112.734  1.898e+30  1.58167e+29  12
117.635  1.898e+30  1.58167e+29  12
122.537  1.898e+30  1.58167e+29  12
127.438  1.898e+30  1.58167e+29  12
132.34  1.898e+30  1.58167e+29  12
137.241  1.898e+30  1.58167e+29  12
142.143  1.898e+30  1.58167e+29  12
147.045  1.898e+30  1.58167e+29  12
151.946  1.898e+30  1.58167e+29  12
156.847  1.898e+30  1.58167e+29  12
161.749  1.898e+30  1.58167e+29  12
166.65  1.898e+30  1.58167e+29  12
171.552  1.898e+30  1.58167e+29  12
176.453  1.898e+30  1.58167e+29  12
181.355  1.898e+30  1.58167e+29  12
186.256  1.898e+30  1.58167e+29  12
191.158  1.898e+30  1.58167e+29  12
196.059  1.898e+30  1.58167e+29  12
200.961  1.898e+30  1.58167e+29  12
205.862  1.898e+30  1.58167e+29  12
210.764  1.898e+30  1.58167e+29  12
215.665  1.898e+30  1.58167e+29  12
220.567  1.898e+30  1.58167e+29  12
225.468  1.898e+30  1.58167e+29  12
230.37  1.898e+30  1.58167e+29  12
235.271  1.898e+30  1.58167e+29  12
240.172  1.898e+30  1.58167e+29  12
245.074  1.898e+30  1.58167e+29  12
249.975  1.898e+30  1.58167e+29  12
254.877  1.898e+30  1.58167e+29  12
259.778  1.898e+30  1.58167e+29  12
264.68  1.898e+30  1.58167e+29  12
269.581  1.898e+30  1.58167e+29  12
274.483  1.898e+30  1.58167e+29  12
279.384  1.898e+30  1.58167e+29  12
284.286  1.898e+30  1.58167e+29  12
289.187  1.898e+30  1.58167e+29  12
294.089  1.898e+30  1.58167e+29  12
298.99  1.898e+30  1.58167e+29  12
303.892  1.898e+30  1.58167e+29  12
308.793  1.898e+30  1.58167e+29  12
313.695  1.898e+30  1.58167e+29  12
318.596  1.898e+30  1.58167e+29  12
323.498  1.898e+30  1.58167e+29  12
328.399  1.898e+30  1.58167e+29  12
333.301  1.898e+30  1.58167e+29  12
338.202  1.898e+30  1.58167e+29  12
343.103  1.898e+30  1.58167e+29  12
348.005  1.898e+30  1.58167e+29  12
352.906  1.898e+30  1.58167e+29  12
357.808  1.898e+30  1.58167e+29  12
362.709  1.898e+30  1.58167e+29  12
367.611  1.898e+30  1.58167e+29  12
372.512  1.898e+30  1.58167e+29  12
377.414  1.898e+30  1.58167e+29  12
382.315  1.898e+30  1.58167e+29  12
387.217  1.898e+30  1.58167e+29  12
392.118  1.898e+30  1.58167e+29  12
397.019  1.898e+30  1.58167e+29  12
401.921  1.898e+30  1.58167e+29  12
406.822  1.898e+30  1.58167e+29  12
411.724  1.898e+30  1.58167e+29  12
416.625  1.898e+30  1.58167e+29  12
421.527  1.898e+30  1.58167e+29  12
426.428  1.898e+30  1.58167e+29  12
431.33  1.898e+30  1.58167e+29  12
436.231  1.898e+30  1.58167e+29  12
441.133  1.898e+30  1.58167e+29  12
446.034  1.898e+30  1.58167e+29  12
450.936  1.898e+30  1.58167e+29  12
455.837  1.898e+30  1.58167e+29  12
460.739  1.898e+30  1.58167e+29  12
465.64  1.898e+30  1.58167e+29  12
470.542  1.898e+30  1.58167e+29  12
475.443  1.898e+30  1.58167e+29  12
480.345  1.898e+30  1.58167e+29  12
485.246  1.898e+30  1.58167e+29  12
490.148  1.898e+30  1.58167e+29  12
495.049  1.898e+30  1.58167e+29  12
499.95  1.898e+30  1.58167e+29  12
504.852  1.898e+30  1.58167e+29  12
509.753  1.898e+30  1.58167e+29  12
514.655  1.898e+30  1.58167e+29  12
519.556  1.898e+30  1.58167e+29  12
524.458  1.898e+30  1.58167e+29  12
529.359  1.898e+30  1.58167e+29  12
534.261  1.898e+30  1.58167e+29  12
539.162  1.898e+30  1.58167e+29  12
544.064  1.898e+30  1.58167e+29  12
548.965  1.898e+30  1.58167e+29  12
553.867  1.898e+30  1.58167e+29  12
558.768  1.898e+30  1.58167e+29  12
563.67  1.898e+30  1.58167e+29  12
568.571  1.898e+30  1.58167e+29  12
573.473  1.898e+30  1.58167e+29  12
578.374  1.898e+30  1.58167e+29  12
583.276  1.898e+30  1.58167e+29  12
588.177  1.898e+30  1.58167e+29  12
593.078  1.898e+30  1.58167e+29  12
597.98  1.898e+30  1.58167e+29  12
602.882  1.898e+30  1.58167e+29  12
607.783  1.898e+30  1.58167e+29  12
612.684  1.898e+30  1.58167e+29  12
617.586  1.898e+30  1.58167e+29  12
622.488  1.898e+30  1.58167e+29  12
627.389  1.898e+30  1.58167e+29  12
632.29  1.898e+30  1.58167e+29  12
637.192  1.898e+30  1.58167e+29  12
642.094  1.898e+30  1.58167e+29  12
646.995  1.898e+30  1.58167e+29  12
651.896  1.898e+30  1.58167e+29  12
656.798  1.898e+30  1.58167e+29  12
661.699  1.898e+30  1.58167e+29  12
666.601  1.898e+30  1.58167e+29  12
671.502  1.898e+30  1.58167e+29  12
676.404  1.898e+30  1.58167e+29  12
681.305  1.898e+30  1.58167e+29  12
686.207  1.898e+30  1.58167e+29  12
691.108  1.898e+30  1.58167e+29  12
696.01  1.898e+30  1.58167e+29  12
700.911  1.898e+30  1.58167e+29  12
705.813  1.898e+30  1.58167e+29  12
710.714  1.898e+30  1.58167e+29  12
715.615  1.898e+30  1.58167e+29  12
720.517  1.898e+30  1.58167e+29  12
725.419  1.898e+30  1.58167e+29  12
730.32  1.898e+30  1.58167e+29  12
735.221  1.898e+30  1.58167e+29  12
740.123  1.898e+30  1.58167e+29  12
745.025  1.898e+30  1.58167e+29  12
749.926  1.898e+30  1.58167e+29  12
754.827  1.898e+30  1.58167e+29  12
759.729  1.898e+30  1.58167e+29  12
764.63  1.898e+30  1.58167e+29  12
769.532  1.898e+30  1.58167e+29  12
774.433  1.898e+30  1.58167e+29  12
779.335  1.898e+30  1.58167e+29  12
784.236  1.898e+30  1.58167e+29  12
789.138  1.898e+30  1.58167e+29  12
794.039  1.898e+30  1.58167e+29  12
798.941  1.898e+30  1.58167e+29  12
803.842  1.898e+30  1.58167e+29  12
808.744  1.898e+30  1.58167e+29  12
813.645  1.898e+30  1.58167e+29  12
818.546  1.898e+30  1.58167e+29  12
823.448  1.898e+30  1.58167e+29  12
828.349  1.898e+30  1.58167e+29  12
833.251  1.898e+30  1.58167e+29  12
838.152  1.898e+30  1.58167e+29  12
843.054  1.898e+30  1.58167e+29  12
